Geography,Timeframe,Week,Type,Average_Price,Total_Bulk_and_Bags_Units,4046_Units,4225_Units,4770_Units,TotalBagged_Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
California,Weekly,6/23/24 0:00,Organic,1.807292268,364202.24,155001.49,20632.63,0,188568.12,,,
Great Lakes,Weekly,7/14/24 0:00,Organic,1.585973203,324625.91,8224.46,74836.63,0,241564.83,,,
Great Lakes,Weekly,7/7/24 0:00,Organic,1.578026064,347521.69,8705.61,73799.22,0,265016.86,,,
Great Lakes,Weekly,6/30/24 0:00,Organic,1.489579971,362905.64,8436.51,83816.89,0,270652.23,,,
Great Lakes,Weekly,6/23/24 0:00,Organic,1.486432764,373878.86,9035.37,88435.3,0,276408.19,,,
Midsouth,Weekly,7/14/24 0:00,Organic,1.584068871,369916.28,3693.54,46925.38,12.52,319284.85,,,
Midsouth,Weekly,7/7/24 0:00,Organic,1.572468394,399438.6,7342.03,50065.14,15.01,342016.42,,,
Midsouth,Weekly,6/30/24 0:00,Organic,1.452499076,431203.67,3270.52,40295.97,5.48,387631.71,,,
Midsouth,Weekly,6/23/24 0:00,Organic,1.466696824,463970.48,2650.46,52851.65,7.47,408460.9,,,
Northeast,Weekly,7/14/24 0:00,Organic,1.447130131,381525.12,14970.7,14717.78,0,351836.64,,,
Northeast,Weekly,7/7/24 0:00,Organic,1.537871173,376080.55,14884.87,20816.64,0,340379.04,,,
Northeast,Weekly,6/30/24 0:00,Organic,1.481077548,434520.1,17424.81,17151.75,0,399943.54,,,
Northeast,Weekly,6/23/24 0:00,Organic,1.448640611,470459.01,19504.09,18677.36,0,432277.57,,,
Plains,Weekly,7/14/24 0:00,Organic,1.392494726,112433.68,13202.48,3243.65,1.5,95986.06,,,
Plains,Weekly,7/7/24 0:00,Organic,1.360499465,125566.31,15719.88,3794.07,0,106052.36,,,
Plains,Weekly,6/30/24 0:00,Organic,1.414928454,216604.49,14294.34,2814.03,0,199496.12,,,
Plains,Weekly,6/23/24 0:00,Organic,1.350360541,254639.85,13049.2,2996.18,0,238594.48,,,
South Central,Weekly,7/14/24 0:00,Organic,1.322662247,187700.76,46687.02,4200.55,0,136813.19,,,
South Central,Weekly,7/7/24 0:00,Organic,1.42420018,203548.28,56028.55,4075.25,0,143444.49,,,
South Central,Weekly,6/30/24 0:00,Organic,1.39028445,256979,56693.6,3192.72,0,197092.69,,,
South Central,Weekly,6/23/24 0:00,Organic,1.365688184,244807.91,47905.71,3826.46,0,193075.74,,,
Southeast,Weekly,7/14/24 0:00,Organic,1.67493187,328474.45,3763.91,23986.22,7.61,300716.71,,,
Southeast,Weekly,7/7/24 0:00,Organic,1.647498765,342581.01,4003.85,23462.16,0,315115,,,
Southeast,Weekly,6/30/24 0:00,Organic,1.580898347,382290.32,3877.3,23186.24,7.38,355219.4,,,
Southeast,Weekly,6/23/24 0:00,Organic,1.462535903,416963.06,4033.69,26184.6,0,386744.77,,,
West,Weekly,7/14/24 0:00,Organic,2.02905501,425278.52,92131.89,152985.14,113.39,180048.1,,,
West,Weekly,7/7/24 0:00,Organic,1.940029917,424731.68,106034.17,125890.28,40.35,192766.88,,,
West,Weekly,6/30/24 0:00,Organic,1.923623313,423917.89,113325.52,119668.32,559.87,190364.18,,,
West,Weekly,6/23/24 0:00,Organic,1.851906945,447383.95,115583.2,130346.22,2328.12,199126.41,,,
Albany,Weekly,8/11/24 0:00,Conventional,0.980135958,159133.74,57092.24,52661.01,67.94,49312.55,,,
Albany,Weekly,8/4/24 0:00,Conventional,1.056736151,137698.52,49621.7,50083.78,273.56,37719.48,,,
Albany,Weekly,7/28/24 0:00,Conventional,1.078456203,135682.18,53883.83,54222.52,289.58,27286.25,,,
Albany,Weekly,7/21/24 0:00,Conventional,1.102441724,167062.55,61391.3,76858.76,223.26,28589.23,,,
Atlanta,Weekly,8/11/24 0:00,Conventional,1.239544572,759959.55,459125.35,88566.94,110.23,212157.03,,,
Atlanta,Weekly,8/4/24 0:00,Conventional,1.215519487,756420.98,445891.31,94780.95,141.84,215606.88,,,
Atlanta,Weekly,7/28/24 0:00,Conventional,1.301400845,740608.79,404033.49,119912.31,77.73,216585.25,,,
Atlanta,Weekly,7/21/24 0:00,Conventional,1.226854377,736228.34,395002.67,118089.63,12.59,223123.45,,,
Baltimore/Washington,Weekly,8/11/24 0:00,Conventional,1.250571398,1141181.1,464490.46,184644.98,1748.43,490297.22,,,
Baltimore/Washington,Weekly,8/4/24 0:00,Conventional,1.200236066,1193850.98,509875.24,192461.82,1041.93,490472,,,
Baltimore/Washington,Weekly,7/28/24 0:00,Conventional,1.23079275,1168647.55,493808.95,195737.77,514.36,478586.47,,,
Baltimore/Washington,Weekly,7/21/24 0:00,Conventional,1.223259105,1183399.2,488485.31,202372.32,509.91,492031.66,,,
Birmingham/Montgomery,Weekly,8/11/24 0:00,Conventional,1.183208947,350021.08,227989.75,9006.72,54.8,112969.82,,,
Birmingham/Montgomery,Weekly,8/4/24 0:00,Conventional,1.16802503,345583.16,212271.24,14639.67,120.63,118551.63,,,
Birmingham/Montgomery,Weekly,7/28/24 0:00,Conventional,1.212194148,343340.25,187047.92,34404.53,62.58,121825.22,,,
Birmingham/Montgomery,Weekly,7/21/24 0:00,Conventional,1.22631673,338741.58,187070.29,39130.93,27.1,112513.26,,,
Boise,Weekly,8/11/24 0:00,Conventional,1.42849686,115726.82,55498.14,30653.2,840.59,28734.89,,,
Boise,Weekly,8/4/24 0:00,Conventional,1.401541443,120048.04,54827.27,29947.68,135.08,35138.01,,,
Boise,Weekly,7/28/24 0:00,Conventional,1.520159956,109540.1,53726.94,31330.67,200.19,24282.29,,,
Boise,Weekly,7/21/24 0:00,Conventional,1.514413123,113915.5,54166.78,32705.13,84,26959.59,,,
Boston,Weekly,8/11/24 0:00,Conventional,1.276848638,641512.45,227189.29,209475.34,160.77,204687.04,,,
Boston,Weekly,8/4/24 0:00,Conventional,1.283878788,628473.54,229423.99,205561.21,246.81,193241.53,,,
Boston,Weekly,7/28/24 0:00,Conventional,1.294987848,598750.84,215245.13,203990.7,226.35,179288.65,,,
Boston,Weekly,7/21/24 0:00,Conventional,1.152143124,776610.36,269398.76,317033.66,158.91,190019.04,,,
Buffalo/Rochester,Weekly,8/11/24 0:00,Conventional,1.187727156,222551.27,71838.31,45403.8,1850.14,103459.02,,,
Buffalo/Rochester,Weekly,8/4/24 0:00,Conventional,1.165671293,222617.32,67999.94,45820.17,1741.45,107055.76,,,
Buffalo/Rochester,Weekly,7/28/24 0:00,Conventional,1.090188621,233381.32,94860.98,43537.29,1835.46,93147.59,,,
Buffalo/Rochester,Weekly,7/21/24 0:00,Conventional,1.161468575,221032.93,68692.02,45932.47,1404.44,105004,,,
Charlotte,Weekly,8/11/24 0:00,Conventional,1.209851403,442268.37,191523.78,67187.39,474.36,183082.84,,,
Charlotte,Weekly,8/4/24 0:00,Conventional,1.243846626,414696.33,170513.71,69867.76,420.25,173894.61,,,
Charlotte,Weekly,7/28/24 0:00,Conventional,1.197999571,436887.52,175459.31,84098.28,426.16,176903.77,,,
Charlotte,Weekly,7/21/24 0:00,Conventional,1.271152777,413661.69,153382.86,88305.46,364.5,171608.88,,,
Chicago,Weekly,8/11/24 0:00,Conventional,1.196774117,1067102.63,379829.69,267571.31,48552.78,371148.86,,,
Chicago,Weekly,8/4/24 0:00,Conventional,0.938707281,1474301.8,435443.86,277422.17,62936.08,698499.69,,,
Chicago,Weekly,7/28/24 0:00,Conventional,0.841898316,1689876.56,502107,247665.39,81480.6,858623.57,,,
Chicago,Weekly,7/21/24 0:00,Conventional,1.168068132,1112185.7,495909.56,233155.67,71457.11,311663.36,,,
Cincinnati/Dayton,Weekly,8/11/24 0:00,Conventional,1.189290441,309143.59,170236.16,73565.76,258.32,65083.36,,,
Cincinnati/Dayton,Weekly,8/4/24 0:00,Conventional,1.212469942,323490.38,182287.91,80027.74,606.21,60568.52,,,
Cincinnati/Dayton,Weekly,7/28/24 0:00,Conventional,1.209258573,326006.78,181302.5,82239.34,413.53,62051.41,,,
Cincinnati/Dayton,Weekly,7/21/24 0:00,Conventional,1.25964658,305089.3,158700.37,66146.65,196.66,80045.62,,,
Columbus,Weekly,8/11/24 0:00,Conventional,1.180626787,272755.1,139519.72,55303.04,254.02,77678.32,,,
Columbus,Weekly,8/4/24 0:00,Conventional,1.246036671,252636.33,114015.61,64629.87,466.07,73524.78,,,
Columbus,Weekly,7/28/24 0:00,Conventional,1.273710262,242000.65,97963.97,67716.59,588.65,75731.44,,,
Columbus,Weekly,7/21/24 0:00,Conventional,1.308916953,244350.63,107559.73,54793.03,369.17,81628.7,,,
Dallas/Ft. Worth,Weekly,8/11/24 0:00,Conventional,1.045030206,1316604.41,693818.86,181668.3,585.36,440531.89,,,
Dallas/Ft. Worth,Weekly,8/4/24 0:00,Conventional,1.000686541,1417844.37,778020.4,214377.32,868.6,424578.06,,,
Dallas/Ft. Worth,Weekly,7/28/24 0:00,Conventional,0.963266899,1422295.27,634977.28,180193.71,458.77,606665.51,,,
Dallas/Ft. Worth,Weekly,7/21/24 0:00,Conventional,1.032095512,1276535.58,649993.79,188235.13,1023.16,437283.5,,,
Denver,Weekly,8/11/24 0:00,Conventional,1.390480533,912215.09,442751.09,205354.98,15241.39,248867.63,,,
Denver,Weekly,8/4/24 0:00,Conventional,1.461986715,895321.99,409468.41,229909.59,18154.09,237789.9,,,
Denver,Weekly,7/28/24 0:00,Conventional,1.380840101,901338.46,400419.57,253370.17,18488.01,229060.7,,,
Denver,Weekly,7/21/24 0:00,Conventional,1.4096034,917539.21,393071.23,261998.77,18150.03,244319.17,,,
Detroit,Weekly,8/11/24 0:00,Conventional,1.226314471,428062.92,181676.01,117198.53,2283.72,126904.66,,,
Detroit,Weekly,8/4/24 0:00,Conventional,1.222028631,497111.41,192588.32,173513.03,7023.18,123986.88,,,
Detroit,Weekly,7/28/24 0:00,Conventional,1.2133914,502091.38,196226.2,173536.65,7255.67,125072.85,,,
Detroit,Weekly,7/21/24 0:00,Conventional,1.272519954,436194.08,182658.19,108196.09,2830.62,142509.17,,,
Grand Rapids,Weekly,8/11/24 0:00,Conventional,1.216544864,186133.26,49031.49,62044.26,2861.95,72195.56,,,
Grand Rapids,Weekly,8/4/24 0:00,Conventional,1.255928061,253013.55,38274.54,145153.16,7359.2,62226.65,,,
Grand Rapids,Weekly,7/28/24 0:00,Conventional,1.222458772,273179.14,45952.42,150629,8734.9,67862.82,,,
Grand Rapids,Weekly,7/21/24 0:00,Conventional,1.317481433,185043.76,44265.95,63924.88,3651.31,73201.61,,,
Harrisburg/Scranton,Weekly,8/11/24 0:00,Conventional,1.137781659,444419.48,182845.69,79038.34,2736.61,179798.83,,,
Harrisburg/Scranton,Weekly,8/4/24 0:00,Conventional,1.165428212,431102.86,181246.26,83322.64,2937.47,163596.5,,,
Harrisburg/Scranton,Weekly,7/28/24 0:00,Conventional,1.134996171,441350,197458.04,86725.45,3743.8,153422.7,,,
Harrisburg/Scranton,Weekly,7/21/24 0:00,Conventional,1.045937281,473139.73,227863.26,92527.25,3797.78,148951.44,,,
Hartford/Springfield,Weekly,8/11/24 0:00,Conventional,1.361072232,391543.78,114745.54,156493.72,440.29,119864.23,,,
Hartford/Springfield,Weekly,8/4/24 0:00,Conventional,1.316223882,394553.16,111725.58,166749.76,573.22,115504.61,,,
Hartford/Springfield,Weekly,7/28/24 0:00,Conventional,1.313442036,400815.89,118520.44,171900.16,469.24,109926.04,,,
Hartford/Springfield,Weekly,7/21/24 0:00,Conventional,1.230271588,448428.21,116762.76,226215.65,435.87,105013.94,,,
Houston,Weekly,8/11/24 0:00,Conventional,1.126988205,878215.28,447374.79,150964.32,1026.94,278849.24,,,
Houston,Weekly,8/4/24 0:00,Conventional,1.090427975,892289.14,508556.07,167720.44,2132.09,213880.54,,,
Houston,Weekly,7/28/24 0:00,Conventional,1.081649039,930503.14,491861.28,139117.61,8549.4,290974.86,,,
Houston,Weekly,7/21/24 0:00,Conventional,1.10121447,896624.18,500201.16,139976.12,852.58,255594.31,,,
Indianapolis,Weekly,8/11/24 0:00,Conventional,1.142092286,289881.59,135565.7,70938.32,384.42,82993.15,,,
Indianapolis,Weekly,8/4/24 0:00,Conventional,1.204944803,264620.22,106248.57,75935.41,635.9,81800.34,,,
Indianapolis,Weekly,7/28/24 0:00,Conventional,1.189097047,251216.85,94913.82,75759.73,519.41,80023.89,,,
Indianapolis,Weekly,7/21/24 0:00,Conventional,1.208525888,265368.13,112792.85,57967.19,390.36,94217.74,,,
Jacksonville,Weekly,8/11/24 0:00,Conventional,1.209506195,267676.1,156065.44,4169.96,12.87,107427.83,,,
Jacksonville,Weekly,8/4/24 0:00,Conventional,1.148881336,275403.42,169835.23,4218.17,17.06,101332.95,,,
Jacksonville,Weekly,7/28/24 0:00,Conventional,1.238553812,267392.3,152784.1,17837.39,8.04,96762.76,,,
Jacksonville,Weekly,7/21/24 0:00,Conventional,1.268173137,265670.88,150025.09,17116.23,2.84,98526.72,,,
Las Vegas,Weekly,8/11/24 0:00,Conventional,1.05513592,485499.9,243607.29,67137.32,10733.54,164021.75,,,
Las Vegas,Weekly,8/4/24 0:00,Conventional,1.24012561,384991.22,177333.75,76104.65,8696.65,122856.16,,,
Las Vegas,Weekly,7/28/24 0:00,Conventional,1.226727175,396261.83,182402.81,59258.27,8801.1,145799.65,,,
Las Vegas,Weekly,7/21/24 0:00,Conventional,1.276591276,391961.72,188647.2,63949.87,10178.3,129186.35,,,
Los Angeles,Weekly,8/11/24 0:00,Conventional,1.282609778,3627363.78,2094734.19,81890.78,562781.79,887957.02,,,
Los Angeles,Weekly,8/4/24 0:00,Conventional,1.266286563,3404670.22,2018226.63,72479,456035.03,857929.56,,,
Los Angeles,Weekly,7/28/24 0:00,Conventional,1.236595944,3595919.25,2216233.07,77251.08,486923.75,815511.35,,,
Los Angeles,Weekly,7/21/24 0:00,Conventional,1.264605955,3618816.53,2194198.76,101291.49,509986.97,813339.31,,,
Louisville,Weekly,8/11/24 0:00,Conventional,1.292266976,145440.24,61306.77,32047.55,43.9,52042.03,,,
Louisville,Weekly,8/4/24 0:00,Conventional,1.275349359,145770.97,59565.99,38817.95,136.97,47250.06,,,
Louisville,Weekly,7/28/24 0:00,Conventional,1.233890576,142670.99,58840.98,35467.27,75.07,48287.67,,,
Louisville,Weekly,7/21/24 0:00,Conventional,1.203501793,147856.79,65848.87,23715.43,51.34,58241.14,,,
Miami/Ft. Lauderdale,Weekly,8/11/24 0:00,Conventional,1.205570805,1220020.88,713603.57,50428.6,1445.12,454543.58,,,
Miami/Ft. Lauderdale,Weekly,8/4/24 0:00,Conventional,1.156903484,1217773.59,675736.09,50322.47,1358.45,490356.58,,,
Miami/Ft. Lauderdale,Weekly,7/28/24 0:00,Conventional,1.142902366,1267814.75,707842.7,46890.73,1300.33,511780.99,,,
Miami/Ft. Lauderdale,Weekly,7/21/24 0:00,Conventional,1.250845831,1305591.52,726278.54,45005.34,1375.34,532932.3,,,
Nashville,Weekly,8/11/24 0:00,Conventional,1.195858006,325750.73,180386.52,34319.43,8.46,111036.31,,,
Nashville,Weekly,8/4/24 0:00,Conventional,1.144436227,318775.61,171349.46,45923.7,58.51,101443.93,,,
Nashville,Weekly,7/28/24 0:00,Conventional,1.217813242,314043.5,152650.26,53304.19,26.47,108062.58,,,
Nashville,Weekly,7/21/24 0:00,Conventional,1.168823546,318059.68,164132.67,45662.29,17.75,108246.96,,,
Northern New England,Weekly,8/11/24 0:00,Conventional,0.972294257,651814.38,301289.53,198180.04,309.61,152035.21,,,
Northern New England,Weekly,8/4/24 0:00,Conventional,1.023707369,562586.72,262422.61,169545.29,288.29,130330.53,,,
Northern New England,Weekly,7/28/24 0:00,Conventional,1.063271201,513123.48,246912.62,172664.57,206.4,93339.89,,,
Northern New England,Weekly,7/21/24 0:00,Conventional,1.060316745,674939.45,329750.24,250776.32,244.47,94168.42,,,
New Orleans/Mobile,Weekly,8/11/24 0:00,Conventional,1.00727631,309121.82,172181.67,9831.02,115.07,126994.05,,,
New Orleans/Mobile,Weekly,8/4/24 0:00,Conventional,0.997749708,307783.22,184228.38,13817.76,139.05,109598.04,,,
New Orleans/Mobile,Weekly,7/28/24 0:00,Conventional,1.006226522,297006.52,150713.84,13833.11,140.61,132318.96,,,
New Orleans/Mobile,Weekly,7/21/24 0:00,Conventional,1.007447067,318927.43,176161.66,13008.84,77.67,129679.25,,,
New York,Weekly,8/11/24 0:00,Conventional,1.464737398,2045046.71,494319.44,776151,32237.46,742338.8,,,
New York,Weekly,8/4/24 0:00,Conventional,1.383677802,2159938.74,496415.26,920332.07,32002.08,711189.33,,,
New York,Weekly,7/28/24 0:00,Conventional,1.368035092,2202578.75,523875.74,988217.1,26733.85,663752.05,,,
New York,Weekly,7/21/24 0:00,Conventional,1.342260719,2327830.76,589313.79,1017685.39,25832.64,694998.93,,,
Orlando,Weekly,8/11/24 0:00,Conventional,1.122928771,739971.63,375117.83,9962.43,45.62,354845.75,,,
Orlando,Weekly,8/4/24 0:00,Conventional,1.095556537,757638.38,414319.42,9130.96,4.73,334183.27,,,
Orlando,Weekly,7/28/24 0:00,Conventional,1.091992207,742764.49,409384.12,10139.84,18.22,323222.32,,,
Orlando,Weekly,7/21/24 0:00,Conventional,1.186125172,731719.48,384503.26,13654.11,21.22,333540.88,,,
Peoria/Springfield,Weekly,8/11/24 0:00,Conventional,1.048076359,152116.5,77601.76,24262.95,1558.33,48693.45,,,
Peoria/Springfield,Weekly,8/4/24 0:00,Conventional,1.032738867,157075.1,78341.17,28364.49,2370.77,47998.67,,,
Peoria/Springfield,Weekly,7/28/24 0:00,Conventional,1.0131841,154177.28,79107,29877.39,3153.5,42039.39,,,
Peoria/Springfield,Weekly,7/21/24 0:00,Conventional,1.047551028,151842.14,83185.69,23588.57,2806.33,42261.56,,,
Philadelphia,Weekly,8/11/24 0:00,Conventional,1.144665806,668399.83,216288.62,157139.96,2019.1,292952.16,,,
Philadelphia,Weekly,8/4/24 0:00,Conventional,1.145170124,682432.54,220159.05,182425.56,1082.04,278765.89,,,
Philadelphia,Weekly,7/28/24 0:00,Conventional,1.130767856,690274.7,241407.82,190838.7,1291.45,256736.72,,,
Philadelphia,Weekly,7/21/24 0:00,Conventional,1.076666131,693239.24,254541.49,176846.54,1075.24,260775.97,,,
Phoenix/Tucson,Weekly,8/11/24 0:00,Conventional,1.007405592,1346619.7,808364.52,221792.55,18855.23,297607.4,,,
Phoenix/Tucson,Weekly,8/4/24 0:00,Conventional,1.151660519,1204230.9,708788.54,244459.5,16095.07,234887.8,,,
Phoenix/Tucson,Weekly,7/28/24 0:00,Conventional,1.141095963,1178420.72,664683.14,218944.64,16767.88,278025.06,,,
Phoenix/Tucson,Weekly,7/21/24 0:00,Conventional,1.203999801,1079061.82,618202.8,195624.56,18106.47,247127.98,,,
Pittsburgh,Weekly,8/11/24 0:00,Conventional,1.221488834,185059.4,90254.91,21109.78,25.65,73669.06,,,
Pittsburgh,Weekly,8/4/24 0:00,Conventional,1.187446818,194770.45,94388.69,21818.09,9.54,78554.13,,,
Pittsburgh,Weekly,7/28/24 0:00,Conventional,1.15879656,206485.42,111552.17,20656.55,13.65,74263.05,,,
Pittsburgh,Weekly,7/21/24 0:00,Conventional,1.179128103,208035.41,92505.15,24172.54,0,91357.72,,,
Portland,Weekly,8/11/24 0:00,Conventional,1.518072677,590625.56,303579.18,131329.45,39560,116156.93,,,
Portland,Weekly,8/4/24 0:00,Conventional,1.423067439,695423.56,370199.27,187558.12,38143.58,99522.59,,,
Portland,Weekly,7/28/24 0:00,Conventional,1.490579997,578254.78,321290.77,123896.57,40352.03,92715.42,,,
Portland,Weekly,7/21/24 0:00,Conventional,1.463121912,581022.04,318369.59,129938.41,40859.95,91854.09,,,
Providence,Weekly,8/11/24 0:00,Conventional,1.244505092,105937.21,49640.83,27414.79,22.31,28859.28,,,
Providence,Weekly,8/4/24 0:00,Conventional,1.243831139,106324.96,48083.33,27939.71,484.24,29817.68,,,
Providence,Weekly,7/28/24 0:00,Conventional,1.244123074,106020.6,47881.9,28226.01,406.48,29506.21,,,
Providence,Weekly,7/21/24 0:00,Conventional,1.055491058,142622.42,55766.45,57457.21,108.32,29290.44,,,
Raleigh/Greensboro,Weekly,8/11/24 0:00,Conventional,1.179458098,500089.26,198371.82,98384.66,248.26,203084.52,,,
Raleigh/Greensboro,Weekly,8/4/24 0:00,Conventional,1.229188884,459312.99,173405.08,93337.66,241.81,192328.44,,,
Raleigh/Greensboro,Weekly,7/28/24 0:00,Conventional,1.162991982,485991.39,193392.23,109295.67,189.51,183113.99,,,
Raleigh/Greensboro,Weekly,7/21/24 0:00,Conventional,1.225488697,464815,152847.51,114867.42,272.9,196827.17,,,
Richmond/Norfolk,Weekly,8/11/24 0:00,Conventional,1.163790189,368927.12,173669.05,71589.65,115.57,123552.85,,,
Richmond/Norfolk,Weekly,8/4/24 0:00,Conventional,1.16437844,356808.47,160479.19,69465.05,131.74,126732.49,,,
Richmond/Norfolk,Weekly,7/28/24 0:00,Conventional,1.15239123,362340.32,167911.38,78567.09,83.08,115778.77,,,
Richmond/Norfolk,Weekly,7/21/24 0:00,Conventional,1.176883659,352609.21,154974.03,71536.24,179.23,125919.71,,,
Roanoke,Weekly,8/11/24 0:00,Conventional,1.149407511,206834.07,108096.48,33759.58,22.41,64955.6,,,
Roanoke,Weekly,8/4/24 0:00,Conventional,1.17217954,195417.63,92658.61,39937.7,43.46,62777.86,,,
Roanoke,Weekly,7/28/24 0:00,Conventional,1.127971608,198450.36,97460.53,42728.53,67.72,58193.59,,,
Roanoke,Weekly,7/21/24 0:00,Conventional,1.152848052,200026.98,103511.13,32379.93,21.38,64114.54,,,
Sacramento,Weekly,8/11/24 0:00,Conventional,1.402888438,483465.87,298654.21,61581.74,6108.46,117121.46,,,
Sacramento,Weekly,8/4/24 0:00,Conventional,1.415099287,476497.16,277133.41,74340,4004.31,121019.44,,,
Sacramento,Weekly,7/28/24 0:00,Conventional,1.349193648,525493.33,322727.76,92558.34,3944.85,106262.39,,,
Sacramento,Weekly,7/21/24 0:00,Conventional,1.474195714,469391.12,284053.59,65381.33,4833.48,115122.72,,,
San Diego,Weekly,8/11/24 0:00,Conventional,1.252436667,615756.81,351020.91,18751.43,71389.58,174594.89,,,
San Diego,Weekly,8/4/24 0:00,Conventional,1.239187619,574009.97,332496.71,14595.33,59204.18,167713.75,,,
San Diego,Weekly,7/28/24 0:00,Conventional,1.209562899,669452.68,423298.93,16029.61,62291.81,167832.34,,,
San Diego,Weekly,7/21/24 0:00,Conventional,1.267607928,659120.4,405429.82,20734.13,69810.93,163145.53,,,
San Francisco,Weekly,8/11/24 0:00,Conventional,1.468364779,765465.48,568497.78,47284.11,6618.23,143065.35,,,
San Francisco,Weekly,8/4/24 0:00,Conventional,1.436448963,790802.62,591519.91,59852.79,6133.63,133296.29,,,
San Francisco,Weekly,7/28/24 0:00,Conventional,1.46309948,773318.74,562550.99,62649.27,5865.51,142252.97,,,
San Francisco,Weekly,7/21/24 0:00,Conventional,1.530624846,748973.63,547390.8,46597.89,5779.04,149205.89,,,
Seattle,Weekly,8/11/24 0:00,Conventional,1.902384909,501314.47,238869.93,137637.28,3943.91,120863.34,,,
Seattle,Weekly,8/4/24 0:00,Conventional,1.934557223,500124.19,235369,148780.03,1817.18,114157.97,,,
Seattle,Weekly,7/28/24 0:00,Conventional,1.860634545,502951.18,260204.5,138619.6,1538.31,102588.77,,,
Seattle,Weekly,7/21/24 0:00,Conventional,1.814201218,518591.49,283856.2,134783.08,1835.86,98116.34,,,
South Carolina,Weekly,8/11/24 0:00,Conventional,1.173208261,604577.3,352032.24,62570.06,169.58,189805.42,,,
South Carolina,Weekly,8/4/24 0:00,Conventional,1.216041409,590636.82,304001.81,64926.57,192.52,221515.92,,,
South Carolina,Weekly,7/28/24 0:00,Conventional,1.193174983,620577.08,305285.29,86899.33,218.24,228174.23,,,
South Carolina,Weekly,7/21/24 0:00,Conventional,1.256120195,594114.36,278991.58,89902.08,142.41,225078.29,,,
Spokane,Weekly,8/11/24 0:00,Conventional,1.595339563,80959.73,42477.24,16974.25,283.66,21224.59,,,
Spokane,Weekly,8/4/24 0:00,Conventional,1.607889214,79650.47,43410.97,16487.83,37.3,19714.37,,,
Spokane,Weekly,7/28/24 0:00,Conventional,1.532625557,84441.59,51796.58,15436.45,70.47,17138.09,,,
Spokane,Weekly,7/21/24 0:00,Conventional,1.545199069,83809.57,50325.42,16660.69,185.13,16638.33,,,
St. Louis,Weekly,8/11/24 0:00,Conventional,0.878133692,293344.31,173433.43,14098.98,93.53,105718.38,,,
St. Louis,Weekly,8/4/24 0:00,Conventional,0.900078186,291235.33,179879.26,12764.39,39.87,98551.82,,,
St. Louis,Weekly,7/28/24 0:00,Conventional,0.927500743,287849.07,178719.87,12878.9,133.61,96116.69,,,
St. Louis,Weekly,7/21/24 0:00,Conventional,0.960003169,291527.07,171954.17,12986.76,328.33,106257.81,,,
Syracuse,Weekly,8/11/24 0:00,Conventional,1.095506245,104904.4,39691.69,24025.43,397.94,40789.34,,,
Syracuse,Weekly,8/4/24 0:00,Conventional,1.105407679,100953.92,39042.38,24224.66,392.08,37294.79,,,
Syracuse,Weekly,7/28/24 0:00,Conventional,1.054474614,106356.93,48658.94,23671.72,541.19,33485.07,,,
Syracuse,Weekly,7/21/24 0:00,Conventional,1.122328545,106602.57,39759.64,29935.83,397.94,36509.16,,,
Tampa,Weekly,8/11/24 0:00,Conventional,1.18871498,683469.07,402603.15,4075.93,41.8,276748.19,,,
Tampa,Weekly,8/4/24 0:00,Conventional,1.127045305,699517.96,424843.09,4808.95,11.85,269854.07,,,
Tampa,Weekly,7/28/24 0:00,Conventional,1.127374583,697560.29,424179.32,4974.14,66.37,268340.46,,,
Tampa,Weekly,7/21/24 0:00,Conventional,1.284085831,668223.5,400089.82,7089.49,37.35,261006.84,,,
Toledo,Weekly,8/11/24 0:00,Conventional,1.180894212,132439.34,61228.13,39051.94,617.38,31541.9,,,
Toledo,Weekly,8/4/24 0:00,Conventional,1.232693494,133545.1,55535.51,47137.17,2133.81,28738.62,,,
Toledo,Weekly,7/28/24 0:00,Conventional,1.239553176,128480.37,47926.22,48303.92,1806.34,30443.89,,,
Toledo,Weekly,7/21/24 0:00,Conventional,1.286386654,122017.86,51858.37,33656.86,783.8,35718.83,,,
West Tex/New Mexico,Weekly,8/11/24 0:00,Conventional,1.107660318,816223.79,379242.57,90153.84,6394.35,340433.02,,,
West Tex/New Mexico,Weekly,8/4/24 0:00,Conventional,1.108211036,778043.93,365626.17,92763.76,5774.75,313879.25,,,
West Tex/New Mexico,Weekly,7/28/24 0:00,Conventional,1.151078898,724908.23,362456.39,81646.04,5641.03,275164.76,,,
West Tex/New Mexico,Weekly,7/21/24 0:00,Conventional,1.218530345,702410.93,338270.61,90176.03,7305.77,266658.52,,,
Wichita,Weekly,8/11/24 0:00,Conventional,1.164193437,107878.08,53742.38,22793.53,14.74,31327.43,,,
Wichita,Weekly,8/4/24 0:00,Conventional,1.157297093,109618.76,55508.05,23837.8,2.92,30269.99,,,
Wichita,Weekly,7/28/24 0:00,Conventional,1.168658658,106172.32,55665.68,18036.16,0,32470.48,,,
Wichita,Weekly,7/21/24 0:00,Conventional,1.145492656,105164.45,59131.89,11810.21,1.94,34220.41,,,
Total U.S.,Weekly,8/11/24 0:00,Conventional,1.207054188,42154371.77,21108517.65,6601578.26,992378.31,13451897.56,,,
Total U.S.,Weekly,8/4/24 0:00,Conventional,1.194016324,42622597.35,20963366.75,7526115.72,908697.93,13224416.94,,,
