INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,TUITIONFEE_IN,TUITIONFEE_OUT,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10
Prescott College,Prescott,AZ,86301,Higher Learning Commission,https://www.prescott.edu/,1,1,3,4,2,4,6,13,34.5452,-112.477185,0.9838,NA,313,NA,0.6645,0.0383,0.0447,0.0383,0.0128,0.0032,35450,35450,12500,16300,11000,34300,42359
Refrigeration School Inc,Phoenix,AZ,85034-1816,Accrediting Commission of Career Schools and Colleges,https://www.rsi.edu/,1,1,1,2,3,4,6,11,33.448692,-111.989357,NA,NA,990,NA,0.3182,0.1323,0.3525,0.0131,0.1646,0.0111,NA,NA,7917,8233,4750,45000,52953
Rio Salado College,Tempe,AZ,85281,Higher Learning Commission,www.rio.maricopa.edu/,1,1,1,2,1,4,6,12,33.413309,-111.97417,NA,NA,3999,NA,0.4191,0.1193,0.3268,0.0323,0.018,0.0048,2070,7854,4375,9500,3722,43400,41015
Roberto-Venn School of Luthiery,Phoenix,AZ,85007,Accrediting Commission of Career Schools and Colleges,www.roberto-venn.com/,1,1,1,1,3,4,6,11,33.45489,-112.086161,NA,NA,27,NA,0.8889,0,0.037,0.037,0.037,0,NA,NA,7307,PS,PS,29000,35209
Scottsdale Community College,Scottsdale,AZ,85256,Higher Learning Commission,www.scottsdalecc.edu/,1,1,2,2,1,4,6,41,33.51135,-111.885186,NA,NA,4245,NA,0.5062,0.0455,0.2895,0.0339,0.0443,0.0014,2070,7854,4500,8000,4100,42500,47905
South Mountain Community College,Phoenix,AZ,85042,Higher Learning Commission,www.southmountaincc.edu/,1,1,1,2,1,4,6,11,33.382406,-112.032635,NA,NA,2192,NA,0.1346,0.1501,0.5762,0.0224,0.0406,0.0014,2070,7854,4500,8000,4500,33400,39825
Arizona Christian University,Glendale,AZ,85306-3216,Higher Learning Commission,arizonachristian.edu/,1,1,3,3,2,4,6,21,33.622952,-112.181776,0.7014,NA,1028,NA,0.4864,0.107,0.2675,0.0126,0.0146,0.0068,31650,31650,6251,23000,5500,34900,51612
Universal Technical Institute of Arizona Inc,Avondale,AZ,85323,Accrediting Commission of Career Schools and Colleges,www.uti.edu/,1,6,2,2,3,4,6,22,33.453005,-112.288123,NA,NA,1972,NA,0.3687,0.0335,0.3235,0.0228,0.0401,0.0274,NA,NA,11183,13124,4750,48100,52873
Yavapai College,Prescott,AZ,86301,Higher Learning Commission,https://www.yc.edu/,1,1,1,2,1,4,6,13,34.547495,-112.453395,NA,NA,3577,NA,0.6198,0.0157,0.2242,0.0126,0.0254,0.0056,2680,9340,6762,9000,5893,34000,39890
University of Arkansas at Little Rock,Little Rock,AR,72204,Higher Learning Commission,ualr.edu/www/,1,1,3,4,1,5,5,12,34.723254,-92.339778,0.6146,1089,4802,NA,0.4933,0.2597,0.0344,0.0217,0.0104,0,8366,18957,14500,22000,11220,39500,45265
University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,Higher Learning Commission,https://www.uams.edu/,1,1,3,4,1,5,5,12,34.750152,-92.322348,NA,NA,1287,NA,0.6076,0.1181,0.0925,0.0808,0.0047,0,NA,NA,13000,14000,4993,69000,73827
Arkansas Baptist College,Little Rock,AR,72202-6068,Higher Learning Commission,www.arkansasbaptist.edu/,1,1,3,3,2,5,5,12,34.734751,-92.290555,NA,NA,497,NA,0.0342,0.839,0.0805,0,0.004,0,8760,8760,8250,25375,8250,25100,28418
Arkansas Beauty School-Little Rock,Little Rock,AR,72209,National Accrediting Commission of Career Arts and Sciences,arbs.edu/,1,1,1,1,3,5,5,12,34.672171,-92.343366,NA,NA,98,NA,0.0204,0.9184,0.0612,0,0,0,NA,NA,6333,6333,4445,16400,18078
Arkansas Beauty College,Russellville,AR,72801,Accrediting Commission of Career Schools and Colleges,https://www.arkansasbeautycollege.us/,1,1,1,1,3,5,5,33,35.27902,-93.135369,NA,NA,29,NA,0.7586,0.069,0.069,0.069,0.0345,0,NA,NA,7000,PS,PS,PS,16857
Lyon College,Batesville,AR,72501,Higher Learning Commission,www.lyon.edu/,1,1,3,3,2,5,5,33,35.777619,-91.625354,0.5984,NA,489,NA,0.5112,0.0613,0.0327,0.0123,0.0061,0.002,31000,31000,10699,21500,8750,44800,44232
Arkansas Technical School,North Little Rock,AR,72114,Accrediting Commission of Career Schools and Colleges,www.arktech.edu/,1,2,1,1,3,5,5,13,34.753843,-92.266429,NA,NA,60,NA,0.1333,0.8333,0.0167,0.0167,0,0,NA,NA,9833,16500,5500,19000,16209
Arthur's Beauty College,Fort Smith,AR,72901-3342,NA,www.arthursbeautycollege.com/,0,2,1,1,3,5,5,13,35.379955,-94.410967,NA,NA,16,NA,0.625,0.25,0,0.0625,0.0625,0,NA,NA,9500,10500,4750,19600,21470
University of Arkansas,Fayetteville,AR,72701,Higher Learning Commission,https://www.uark.edu/,1,1,3,4,1,5,5,13,36.070009,-94.176981,0.7893,1167,26002,NA,0.7421,0.0429,0.1068,0.028,0.0082,0.0012,9656,27410,15749,21500,8066,52700,58191
University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,Higher Learning Commission,www.uapb.edu/,1,1,3,4,1,5,5,13,34.244031,-92.018683,0.6933,878,2155,NA,0.026,0.9021,0.026,0.0028,0.0051,0.0014,8668,15838,14328,24202,10250,30600,35550
Arkansas State University-Beebe,Beebe,AR,72012-1000,Higher Learning Commission,www.asub.edu/,1,1,2,2,1,5,5,31,35.074176,-91.895351,NA,NA,1829,NA,0.8054,0.0623,0.0689,0.0066,0.0044,0,3024,4728,5500,8093,5500,32900,36603
Arkansas State University,Jonesboro,AR,72401,Higher Learning Commission,www.astate.edu/,1,1,3,4,1,5,5,13,35.842388,-90.679988,0.6951,1119,7463,NA,0.6873,0.1443,0.0472,0.01,0.0025,0.0011,7456,13312,15000,20500,9500,36600,42617
Arkansas Tech University,Russellville,AR,72801-2222,Higher Learning Commission,www.atu.edu/,1,1,2,4,1,5,5,33,35.293237,-93.13562,0.9439,1090,6108,NA,0.7205,0.0706,0.1074,0.018,0.0079,0.0007,8071,13891,11350,21000,7543,38600,41766
University of Arkansas at Monticello,Monticello,AR,71656,Higher Learning Commission,www.uamont.edu/,1,1,1,4,1,5,5,33,33.590909,-91.811153,NA,NA,1819,NA,0.5465,0.2908,0.0825,0.0016,0.0022,0.0016,8431,14281,11364,19971,9673,35800,36902
Arthur's Beauty College,Jacksonville,AR,72076,National Accrediting Commission of Career Arts and Sciences,arthursbeautycollege.com/,0,2,1,1,3,5,5,21,34.891572,-92.102579,NA,NA,37,NA,0.7297,0.2703,0,0,0,0,NA,NA,7931,9833,4750,18500,21954
Baptist Health College Little Rock,Little Rock,AR,72210-2827,Accrediting Bureau of Health Education Schools,https://www.bhclr.edu/,1,1,2,2,2,5,5,12,34.713115,-92.40692,0.8571,NA,549,NA,0.5938,0.3005,0.0401,0.0091,0.0018,0.0036,12938,12938,9500,10000,4875,48100,62244
Black River Technical College,Pocahontas,AR,72455,Higher Learning Commission,www.blackrivertech.edu/,1,1,1,2,1,5,5,41,36.239793,-90.951033,NA,NA,1003,NA,0.9003,0.0379,0.0299,0.004,0.002,0.003,4440,6888,6000,9500,5500,29100,34818
University of Central Arkansas,Conway,AR,72035-0001,Higher Learning Commission,www.uca.edu/,1,1,3,4,1,5,5,13,35.077945,-92.457672,0.9121,1118,7563,NA,0.6508,0.1731,0.0673,0.0213,0.0036,0.0009,9778,16728,13000,20346,8315,42500,45938
Central Baptist College,Conway,AR,72034,Higher Learning Commission,www.cbc.edu/,1,1,3,3,2,5,5,13,35.083838,-92.445021,0.6394,1011,489,NA,0.5971,0.1656,0.0982,0.0082,0.0082,0,17700,17700,12876,22250,9500,43000,46789
Cossatot Community College of the University of Arkansas,De Queen,AR,71832,Higher Learning Commission,www.cccua.edu/,1,1,1,2,1,5,5,41,34.043389,-94.3673,NA,NA,833,NA,0.4706,0.1489,0.3049,0.006,0.0072,0.0012,3620,4460,,,PS,28000,33775
Crowley's Ridge College,Paragould,AR,72450,Higher Learning Commission,www.crc.edu/,1,1,3,3,2,5,5,41,36.064845,-90.584395,NA,NA,171,NA,0.807,0.1754,0.0058,0,0.0058,0,15000,15000,13918,26228,8580,29600,39533
East Arkansas Community College,Forrest City,AR,72335-2204,Higher Learning Commission,https://www.eacc.edu/,1,1,1,2,1,5,5,32,35.041655,-90.767726,NA,NA,519,NA,0.4644,0.4701,0.0116,0.0058,0.0039,0.0116,2910,3810,4750,6000,3500,26800,28471
Paul Mitchell the School-Little Rock,North Little Rock,AR,72117,National Accrediting Commission of Career Arts and Sciences,paulmitchell.edu/littlerock,1,1,1,1,3,5,5,13,34.789913,-92.222202,NA,NA,358,NA,0.5587,0.2849,0.0559,0.0056,0.0335,0.0028,NA,NA,9833,10725,4918,PS,24765
National Park College,Hot Springs,AR,71913,Higher Learning Commission,www.np.edu/,1,1,1,2,1,5,5,23,34.512687,-93.119248,NA,NA,1809,NA,0.7424,0.1072,0.0918,0.0166,0.0149,0,5200,6880,6250,10500,5250,28100,32444
University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,Higher Learning Commission,www.uaccb.edu/,1,1,1,2,1,5,5,33,35.792923,-91.615852,NA,NA,694,NA,0.7925,0.0231,0.0965,0.0072,0.0086,0.0014,2766,3750,7085,10250,6500,30300,33706
Harding University,Searcy,AR,72149-5615,Higher Learning Commission,www.harding.edu/,1,2,3,4,2,5,5,32,35.247386,-91.726143,0.4512,1182,3198,NA,0.7892,0.051,0.0453,0.0153,0.0041,0.0006,23148,23148,21601,26500,10644,47000,52876
Henderson State University,Arkadelphia,AR,71999-0001,Higher Learning Commission,https://www.hsu.edu/,1,1,3,4,1,5,5,32,34.128155,-93.059703,0.7066,1019,1800,NA,0.6183,0.2222,0.0728,0.0183,0.0111,0.0028,7560,9768,12000,19500,8250,40400,43459
Hendrix College,Conway,AR,72032-3080,Higher Learning Commission,https://www.hendrix.edu/,1,1,3,4,2,5,5,13,35.101565,-92.443256,0.6028,1246,1127,NA,0.6877,0.0745,0.0914,0.0319,0.008,0.0009,35100,35100,19500,26688,6500,44500,60376
Hot Springs Beauty College,Hot Springs,AR,71901,National Accrediting Commission of Career Arts and Sciences,hotspringsbeautycollege.com/,1,1,1,1,3,5,5,13,34.496057,-93.037277,NA,NA,90,NA,0.7556,0.1889,0.0556,0,0,0,NA,NA,8000,9700,4750,PS,21563
Jefferson Regional School of Nursing,Pine Bluff,AR,71603,Accrediting Bureau of Health Education Schools,www.jrmc.org/,1,1,2,2,2,5,5,13,34.187831,-92.018045,NA,NA,69,NA,0.6667,0.2464,0.0725,0.0145,0,0,NA,NA,7500,12000,4750,PS,73975
John Brown University,Siloam Springs,AR,72761,Higher Learning Commission,https://www.jbu.edu/,1,1,3,4,2,5,5,32,36.189812,-94.560283,0.5664,1218,1354,NA,0.7075,0.0133,0.0938,0.0199,0.017,0.0015,29720,29720,17000,21250,8250,55400,53907
Career Academy of Hair Design,Springdale,AR,72764-7128,National Accrediting Commission of Career Arts and Sciences,www.beautynwa.com/,1,5,1,1,3,5,5,13,36.167605,-94.12947,NA,NA,230,NA,0.6391,0.0783,0.2217,0.0043,0.0435,0,NA,NA,5531,6365,4750,23600,21567
Academy of Salon and Spa,Fort Smith,AR,72901,National Accrediting Commission of Career Arts and Sciences,www.academysalonspa.com/,1,1,1,1,3,5,5,13,35.38097,-94.41616,NA,NA,67,NA,0.5821,0.0746,0.1194,0.0149,0.1642,0,NA,NA,4398,4833,3500,PS,16941
Arkansas State University Mid-South,West Memphis,AR,72301-3829,Higher Learning Commission,www.asumidsouth.edu/,1,1,1,2,1,5,5,21,35.145736,-90.22285,NA,NA,455,NA,0.3099,0.589,0.044,0,0.0044,0,2818,4258,,,PS,26700,31857
Arkansas Northeastern College,Blytheville,AR,72316-1109,Higher Learning Commission,www.anc.edu/,1,1,1,2,1,5,5,41,35.898597,-89.921005,NA,NA,748,NA,0.5481,0.3529,0.0695,0.0067,0.0013,0.0027,2542,4222,,,PS,30800,33169
New Tyler Barber College Inc,North Little Rock,AR,72114-4973,Accrediting Commission of Career Schools and Colleges,newtylerbarbercollege.edu/,1,1,1,1,3,5,5,13,34.760085,-92.254171,NA,NA,28,NA,0,0.9643,0.0357,0,0,0,NA,NA,9500,PS,PS,19200,18715
North Arkansas College,Harrison,AR,72601-5508,Higher Learning Commission,www.northark.edu/,1,1,1,2,1,5,5,33,36.219909,-93.08844,NA,NA,1121,NA,0.8198,0.0232,0.0874,0.0036,0.0027,0.0018,2760,5136,5928,9000,5250,28900,34653
Northwest Technical Institute,Springdale,AR,72764,Council on Occupational Education,www.nwti.edu/,1,1,1,1,1,5,5,13,36.178032,-94.115346,NA,NA,201,NA,0.5174,0.0249,0.3731,0.0149,0.0149,0.0547,5184,5184,,,PS,32500,41513
Ouachita Baptist University,Arkadelphia,AR,71998-0001,Higher Learning Commission,www.obu.edu/,1,1,3,4,2,5,5,32,34.126093,-93.052471,0.7232,1180,1587,NA,0.8009,0.0643,0.0592,0.012,0.0032,0.0006,31180,31180,15000,21050,5500,46000,51673
Arkansas State University Three Rivers,Malvern,AR,72104-0816,Higher Learning Commission,www.asutr.edu/,1,1,1,2,1,5,5,31,34.378745,-92.821416,NA,NA,446,NA,0.6928,0.2332,0.0314,0.009,0.0135,0.0045,3356,5780,6500,10250,5932,31000,37374
Ozarka College,Melbourne,AR,72556-0010,Higher Learning Commission,www.ozarka.edu/,1,1,1,2,1,5,5,43,36.053031,-91.896355,NA,NA,614,NA,0.9365,0.0195,0.0244,0.0049,0.013,0.0016,3720,6723,7713,9818,6313,28100,29314
University of the Ozarks,Clarksville,AR,72830,Higher Learning Commission,https://www.ozarks.edu/,1,1,3,3,2,5,5,33,35.476278,-93.467221,0.6008,1087,767,NA,0.4237,0.0626,0.1343,0.013,0.0065,0.0065,25950,25950,11000,20875,5500,38600,44384
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,Higher Learning Commission,www.uaccm.edu/,1,1,1,2,1,5,5,32,35.172136,-92.728507,1,1020,1519,NA,0.7103,0.0928,0.133,0.0053,0.0033,0,3336,4128,6300,10315,5500,31600,34924
Philander Smith College,Little Rock,AR,72202-3799,Higher Learning Commission,https://www.philander.edu/,1,1,3,3,2,5,5,12,34.737131,-92.283015,NA,NA,766,NA,0.0065,0.8473,0.0131,0,0,0.0183,13014,13014,14750,24736,12000,27300,38427
Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,Higher Learning Commission,www.pccua.edu/,1,1,1,2,1,5,5,41,34.546155,-90.616884,NA,NA,616,NA,0.388,0.5617,0.0292,0.0065,0,0,3110,5060,3500,PS,PS,26200,29552
Southeast Arkansas College,Pine Bluff,AR,71603,Higher Learning Commission,https://www.seark.edu/,1,1,1,2,1,5,5,13,34.210309,-92.025936,NA,NA,789,NA,0.1952,0.5856,0.1952,0.0063,0.0013,0,4200,7200,6186,8600,5601,29700,33603
Professional Cosmetology Education Center,El Dorado,AR,71730-4009,Middle States Commission on Secondary Education,https://www.pcec.edu/,1,1,1,1,3,5,5,33,33.216032,-92.664101,NA,NA,27,NA,0.4815,0.2963,0.037,0,0,0,NA,NA,9833,9833,6118,PS,26754
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,Higher Learning Commission,uaptc.edu/,1,1,1,2,1,5,5,13,34.782783,-92.299184,NA,NA,3862,NA,0.3874,0.4021,0.11,0.0168,0.0067,0.0021,5820,7050,7000,12080,5693,30700,34722
University of Arkansas Hope-Texarkana,Hope,AR,71801,Higher Learning Commission,www.uaht.edu/,1,2,1,2,1,5,5,32,33.641665,-93.596762,NA,NA,704,NA,0.5071,0.3509,0.0938,0.0099,0.0043,0.0014,3250,4660,3500,PS,PS,28600,34162
University of Arkansas Community College Rich Mountain,Mena,AR,71953,Higher Learning Commission,www.uarichmountain.edu/,1,1,1,2,1,5,5,33,34.591449,-94.219799,NA,NA,441,NA,0.7982,0.0181,0.0975,0.0068,0.0227,0.0023,3384,3960,4875,6500,4000,24100,30037
Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,National Accrediting Commission of Career Arts and Sciences,https://paulmitchell.edu/arkansas/,1,1,1,1,3,5,5,13,36.126373,-94.153892,NA,NA,109,NA,0.6972,0.0367,0.1743,0,0.0826,0,NA,NA,9753,9833,5336,PS,20077
Searcy Beauty College,Searcy,AR,72143,National Accrediting Commission of Career Arts and Sciences,searcybeautycollege.com/,1,1,1,1,3,5,5,32,35.239148,-91.735135,NA,NA,84,NA,0.8571,0.0833,0.0357,0,0.0119,0,NA,NA,9500,12429,4750,17200,19896
Shorter College,N Little Rock,AR,72114,Transnational Association of Christian Colleges and Schools,www.shortercollege.edu/,1,1,2,2,2,5,5,13,34.75933,-92.261331,NA,NA,321,NA,0.2305,0.7352,0.0187,0,0.0062,0,6246,6246,22625,29500,PS,NA,
Williams Baptist University,Walnut Ridge,AR,72476,Higher Learning Commission,https://williamsbaptistuniversity.com/,1,1,3,4,2,5,5,42,36.125676,-90.940277,0.5931,1050,556,NA,0.804,0.0737,0.018,0.0018,0,0.0018,19450,19450,9500,21820,5500,36400,38484
South Arkansas Community College,El Dorado,AR,71731-7010,Higher Learning Commission,www.southark.edu/,1,1,1,2,1,5,5,33,33.209446,-92.666087,NA,NA,893,NA,0.4871,0.3998,0.056,0.0034,0.0022,0.0022,3012,5124,7000,11153,5500,32700,34521
Southern Arkansas University Main Campus,Magnolia,AR,71753,Higher Learning Commission,https://www.saumag.edu/,1,1,3,4,1,5,5,33,33.291618,-93.235922,0.6361,1088,2787,NA,0.6261,0.2257,0.0657,0.0068,0.0032,0.0004,9680,15110,12500,18750,7808,39000,42386
Southern Arkansas University Tech,Camden,AR,71701-1906,Higher Learning Commission,www.sautech.edu/,1,1,1,2,1,5,5,42,33.628367,-92.721629,NA,NA,672,NA,0.5074,0.378,0.0491,0.0015,0.0015,0,4519,4519,4500,6000,3450,31200,36376
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,National Accrediting Commission of Career Arts and Sciences,www.velvatexcollege.com/,1,1,1,1,3,5,5,12,34.735685,-92.289597,NA,NA,14,NA,0,1,0,0,0,0,NA,NA,,,PS,PS,17412
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,Higher Learning Commission,https://uafs.edu/,1,1,3,4,1,5,5,13,35.384184,-94.373729,NA,NA,4143,NA,0.5904,0.0401,0.1764,0.0524,0.0239,0.0017,6168,13440,10750,18250,7484,35000,41102
Academy of Art University,San Francisco,CA,94105,Western Association of Schools and Colleges Senior Colleges and University Commission,www.academyart.edu/,1,1,3,4,3,6,8,11,37.787943,-122.400578,NA,NA,4485,NA,0.2245,0.1072,0.1737,0.062,0.0042,0.0054,26728,26728,11000,31000,9500,47300,39008
Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,Accrediting Commission for Acupuncture and Oriental Medicine,www.acchs.edu/,1,1,4,4,2,6,8,11,37.805972,-122.269839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,NA,
College of Alameda,Alameda,CA,94501,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://alameda.edu/,1,1,2,2,1,6,8,21,37.781017,-122.279303,NA,NA,4236,NA,0.156,0.1858,0.2668,0.2498,0.0028,0.0064,1148,8684,9500,PS,PS,40500,42563
Allan Hancock College,Santa Maria,CA,93454-6399,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.hancockcollege.edu/,1,1,2,2,1,6,8,12,34.943716,-120.421144,NA,NA,7497,NA,0.203,0.0224,0.6785,0.0308,0.0028,0.0068,1146,8994,7888,PS,7683,35500,42786
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,Middle States Commission on Higher Education,www.aada.edu/,0,2,2,2,2,6,8,11,34.095378,-118.343701,0.9011,NA,220,NA,0.3409,0.1273,0.1409,0.0318,0,0,38325,38325,12000,12000,5500,38200,27019
Berkeley School of Theology,Berkeley,CA,94704-3029,Commission on Accrediting of the Association of Theological Schools,www.bst.edu/,1,1,4,4,2,6,8,12,37.865252,-122.256149,NA,NA,19,NA,0.0526,0.3158,0.3158,0.0526,0,0,2896,2896,,,PS,NA,
American Film Institute Conservatory,Los Angeles,CA,90027-1625,Western Association of Schools and Colleges Senior Colleges and University Commission,www.afi.com/,1,1,4,4,2,6,8,11,34.10767,-118.310018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,NA,
American Beauty College,West Covina,CA,91790,National Accrediting Commission of Career Arts and Sciences,https://www.americanbeautycollege.edu/,1,1,1,1,3,6,8,21,34.069367,-117.936959,NA,NA,234,NA,0.0812,0.0299,0.7949,0.0684,0.0214,0,NA,NA,4923,5430,3235,PS,22481
American Career College-Los Angeles,Los Angeles,CA,90004,Accrediting Bureau of Health Education Schools,https://americancareercollege.edu/,1,2,1,2,3,6,8,11,34.079323,-118.292481,NA,NA,1969,NA,0.0716,0.1082,0.6267,0.1432,0.0051,0.0096,NA,NA,9500,9500,5500,35500,38430
American River College,Sacramento,CA,95841-4286,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://www.arc.losrios.edu/,1,1,2,2,1,6,8,21,38.65085,-121.349672,NA,NA,24054,NA,0.3711,0.0672,0.3206,0.1131,0.0059,0.0091,1288,10768,9354,9625,9316,38100,40162
Antelope Valley Community College District,Lancaster,CA,93536-5426,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.avc.edu/,1,1,2,3,1,6,8,21,34.676207,-118.186166,NA,NA,10191,NA,0.1458,0.122,0.6379,0.0376,0.002,0.0015,1124,7724,8619,12500,8000,34500,36526
Art Center College of Design,Pasadena,CA,91103,Western Association of Schools and Colleges Senior Colleges and University Commission,www.artcenter.edu/,1,1,3,4,2,6,8,12,34.169031,-118.185102,0.7097,NA,2113,NA,0.1041,0.0123,0.0975,0.3034,0.0005,0.0024,49942,49942,26000,31000,13125,62300,71958
Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,Accrediting Commission of Career Schools and Colleges,www.atcla.edu/,1,1,1,1,3,6,8,11,34.056102,-118.272364,NA,NA,202,NA,0.297,0.3119,0.2426,0.005,0,0.0099,NA,NA,9500,9500,7125,27900,24368
Associated Technical College-San Diego,San Diego,CA,92108-1630,NA,www.atcsd.edu/,1,1,1,1,3,6,8,11,32.773178,-117.135196,NA,NA,94,NA,0.2553,0.1064,0.6064,0,0,0.0319,NA,NA,9500,9500,PS,25300,26688
Azusa Pacific University,Azusa,CA,91702-7000,Western Association of Schools and Colleges Senior Colleges and University Commission,www.apu.edu/,1,1,3,4,2,6,8,21,34.130047,-117.888375,0.87,1132,3344,NA,0.2793,0.0646,0.3765,0.134,0.0033,0.0066,42330,42330,19710,23219,12500,55900,66677
Bakersfield College,Bakersfield,CA,93305-1299,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.bakersfieldcollege.edu/,1,1,2,3,1,6,8,11,35.40911,-118.973753,NA,NA,18098,NA,0.1626,0.0592,0.6918,0.0399,0.0031,0.0014,1430,9560,9500,8312,9500,36000,37291
Barstow Community College,Barstow,CA,92311,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.barstow.edu/,1,1,2,2,1,6,8,32,34.870285,-117.023412,NA,NA,2496,NA,0.2276,0.1923,0.4395,0.0413,0.006,0.0128,1104,9072,3463,3500,3194,35000,35104
Bellus Academy-Chula Vista,Chula Vista,CA,91911,National Accrediting Commission of Career Arts and Sciences,www.bellusacademy.edu/,1,1,1,1,3,6,8,11,32.614773,-117.083738,NA,NA,398,NA,0.0779,0.1357,0.6231,0.0804,0.005,0.0126,NA,NA,6333,7917,4603,21100,23576
