ID,Crash Type,Light Condition
2776,Not Head-On,Daylight
2777,Not Head-On,Daylight
2778,Not Head-On,Daylight
2779,Not Head-On,Not Daylight
2780,Not Head-On,Daylight
2781,Not Head-On,Not Daylight
2782,Not Head-On,Daylight
2783,Head-on,Not Daylight
2784,Not Head-On,Not Daylight
2785,Not Head-On,Not Daylight
2786,Not Head-On,Daylight
2787,Not Head-On,Daylight
2788,Not Head-On,Daylight
2789,Not Head-On,Daylight
2790,Not Head-On,Daylight
2791,Not Head-On,Daylight
2792,Not Head-On,Daylight
2793,Not Head-On,Not Daylight
2794,Not Head-On,Daylight
2795,Not Head-On,Not Daylight
2796,Not Head-On,Daylight
2797,Not Head-On,Daylight
2798,Not Head-On,Daylight
2799,Not Head-On,Not Daylight
2800,Not Head-On,Daylight
2801,Not Head-On,Not Daylight
2802,Not Head-On,Not Daylight
2803,Not Head-On,Daylight
2804,Not Head-On,Daylight
2805,Not Head-On,Daylight
2806,Not Head-On,Daylight
2807,Head-on,Daylight
2808,Not Head-On,Daylight
2809,Not Head-On,Daylight
2810,Not Head-On,Daylight
2811,Not Head-On,Not Daylight
2812,Not Head-On,Not Daylight
2813,Not Head-On,Daylight
2814,Not Head-On,Daylight
2815,Not Head-On,Daylight
2816,Not Head-On,Daylight
2817,Not Head-On,Daylight
2818,Not Head-On,Daylight
2819,Not Head-On,Daylight
2820,Not Head-On,Daylight
2821,Not Head-On,Daylight
2822,Not Head-On,Daylight
2823,Not Head-On,Daylight
2824,Not Head-On,Daylight
2825,Not Head-On,Not Daylight
2826,Not Head-On,Daylight
2827,Not Head-On,Daylight
2828,Not Head-On,Not Daylight
2829,Not Head-On,Not Daylight
2830,Not Head-On,Daylight
2831,Not Head-On,Daylight
2832,Not Head-On,Daylight
2833,Not Head-On,Daylight
2834,Not Head-On,Daylight
2835,Not Head-On,Daylight
2836,Head-on,Not Daylight
2837,Not Head-On,Daylight
2838,Not Head-On,Daylight
2839,Not Head-On,Daylight
2840,Not Head-On,Daylight
2841,Not Head-On,Daylight
2842,Not Head-On,Not Daylight
2843,Not Head-On,Daylight
2844,Not Head-On,Daylight
2845,Head-on,Daylight
2846,Not Head-On,Daylight
2847,Not Head-On,Daylight
2848,Not Head-On,Not Daylight
2849,Not Head-On,Not Daylight
2850,Not Head-On,Not Daylight
2851,Not Head-On,Not Daylight
2852,Not Head-On,Not Daylight
2853,Not Head-On,Daylight
2854,Not Head-On,Daylight
2855,Not Head-On,Not Daylight
2856,Not Head-On,Daylight
2857,Not Head-On,Daylight
2858,Not Head-On,Daylight
2859,Not Head-On,Daylight
2860,Not Head-On,Daylight
2861,Not Head-On,Daylight
2862,Not Head-On,Daylight
2863,Not Head-On,Daylight
2864,Not Head-On,Daylight
2865,Not Head-On,Daylight
2866,Not Head-On,Daylight
2867,Head-on,Not Daylight
2868,Not Head-On,Daylight
2869,Not Head-On,Daylight
2870,Head-on,Daylight
2871,Not Head-On,Daylight
2872,Not Head-On,Not Daylight
2873,Not Head-On,Not Daylight
2874,Not Head-On,Daylight
2875,Not Head-On,Daylight
2876,Not Head-On,Daylight
2877,Not Head-On,Not Daylight
2878,Not Head-On,Not Daylight
2879,Not Head-On,Daylight
2880,Not Head-On,Daylight
2881,Not Head-On,Not Daylight
2882,Head-on,Daylight
2883,Not Head-On,Not Daylight
2884,Not Head-On,Not Daylight
2885,Not Head-On,Daylight
2886,Not Head-On,Daylight
2887,Not Head-On,Daylight
2888,Not Head-On,Daylight
2889,Not Head-On,Daylight
2890,Not Head-On,Daylight
2891,Not Head-On,Daylight
2892,Not Head-On,Daylight
2893,Not Head-On,Not Daylight
2894,Not Head-On,Daylight
2895,Not Head-On,Daylight
2896,Not Head-On,Daylight
2897,Not Head-On,Daylight
2898,Not Head-On,Daylight
2899,Not Head-On,Not Daylight
2900,Not Head-On,Daylight
2901,Not Head-On,Daylight
2902,Not Head-On,Daylight
2903,Not Head-On,Not Daylight
2904,Not Head-On,Not Daylight
2905,Not Head-On,Not Daylight
2906,Not Head-On,Daylight
2907,Not Head-On,Daylight
2908,Head-on,Not Daylight
2909,Not Head-On,Daylight
2910,Not Head-On,Not Daylight
2911,Not Head-On,Daylight
2912,Not Head-On,Daylight
2913,Not Head-On,Daylight
2914,Not Head-On,Not Daylight
2915,Not Head-On,Daylight
2916,Not Head-On,Daylight
2917,Not Head-On,Not Daylight
2918,Not Head-On,Daylight
2919,Head-on,Daylight
2920,Not Head-On,Not Daylight
2921,Not Head-On,Not Daylight
2922,Not Head-On,Not Daylight
2923,Not Head-On,Daylight
2924,Not Head-On,Daylight
2925,Not Head-On,Daylight
2926,Not Head-On,Daylight
2927,Not Head-On,Daylight
2928,Not Head-On,Daylight
2929,Not Head-On,Daylight
2930,Not Head-On,Daylight
2931,Not Head-On,Daylight
2932,Not Head-On,Daylight
2933,Not Head-On,Not Daylight
2934,Not Head-On,Daylight
2935,Not Head-On,Daylight
2936,Not Head-On,Daylight
2937,Not Head-On,Daylight
2938,Not Head-On,Not Daylight
2939,Not Head-On,Daylight
2940,Not Head-On,Daylight
2941,Not Head-On,Not Daylight
2942,Not Head-On,Daylight
2943,Not Head-On,Not Daylight
2944,Not Head-On,Daylight
2945,Not Head-On,Daylight
2946,Not Head-On,Daylight
2947,Head-on,Daylight
2948,Not Head-On,Not Daylight
2949,Not Head-On,Daylight
2950,Not Head-On,Not Daylight
2951,Not Head-On,Daylight
2952,Not Head-On,Not Daylight
2953,Not Head-On,Not Daylight
2954,Not Head-On,Daylight
2955,Not Head-On,Daylight
2956,Not Head-On,Not Daylight
2957,Not Head-On,Not Daylight
2958,Not Head-On,Daylight
2959,Not Head-On,Not Daylight
2960,Not Head-On,Not Daylight
2961,Not Head-On,Daylight
2962,Not Head-On,Not Daylight
2963,Not Head-On,Daylight
2964,Not Head-On,Daylight
2965,Not Head-On,Daylight
2966,Not Head-On,Daylight
2967,Not Head-On,Not Daylight
2968,Not Head-On,Daylight
2969,Not Head-On,Not Daylight
2970,Not Head-On,Daylight
2971,Not Head-On,Daylight
2972,Not Head-On,Daylight
2973,Not Head-On,Daylight
2974,Not Head-On,Daylight
2975,Not Head-On,Not Daylight
2976,Not Head-On,Daylight
2977,Not Head-On,Daylight
2978,Not Head-On,Daylight
2979,Not Head-On,Daylight
2980,Not Head-On,Daylight
2981,Not Head-On,Not Daylight
2982,Not Head-On,Not Daylight
2983,Not Head-On,Daylight
2984,Not Head-On,Daylight
2985,Not Head-On,Daylight
2986,Not Head-On,Daylight
2987,Not Head-On,Not Daylight
2988,Not Head-On,Daylight
2989,Not Head-On,Not Daylight
2990,Not Head-On,Daylight
2991,Not Head-On,Daylight
2992,Not Head-On,Daylight
2993,Not Head-On,Daylight
2994,Not Head-On,Not Daylight
2995,Not Head-On,Daylight
2996,Not Head-On,Daylight
2997,Not Head-On,Not Daylight
2998,Not Head-On,Not Daylight
2999,Not Head-On,Not Daylight
3000,Not Head-On,Daylight
3001,Not Head-On,Daylight
3002,Not Head-On,Daylight
3003,Not Head-On,Daylight
3004,Not Head-On,Daylight
3005,Not Head-On,Daylight
3006,Not Head-On,Not Daylight
3007,Not Head-On,Not Daylight
3008,Not Head-On,Daylight
3009,Head-on,Daylight
3010,Not Head-On,Daylight
3011,Not Head-On,Daylight
3012,Not Head-On,Daylight
3013,Not Head-On,Daylight
3014,Head-on,Daylight
3015,Not Head-On,Not Daylight
3016,Not Head-On,Daylight
3017,Not Head-On,Daylight
3018,Head-on,Not Daylight
3019,Not Head-On,Not Daylight
3020,Not Head-On,Not Daylight
3021,Not Head-On,Daylight
3022,Not Head-On,Not Daylight
3023,Not Head-On,Daylight
3024,Not Head-On,Daylight
3025,Not Head-On,Daylight
3026,Not Head-On,Daylight
3027,Not Head-On,Daylight
3028,Not Head-On,Daylight
3029,Not Head-On,Daylight
3030,Not Head-On,Daylight
3031,Not Head-On,Not Daylight
3032,Not Head-On,Not Daylight
3033,Not Head-On,Daylight
3034,Not Head-On,Daylight
3035,Not Head-On,Daylight
3036,Not Head-On,Daylight
3037,Not Head-On,Daylight
3038,Not Head-On,Daylight
3039,Not Head-On,Daylight
3040,Not Head-On,Daylight
3041,Not Head-On,Not Daylight
3042,Not Head-On,Daylight
3043,Not Head-On,Not Daylight
3044,Not Head-On,Not Daylight
3045,Not Head-On,Not Daylight
3046,Not Head-On,Not Daylight
3047,Not Head-On,Daylight
3048,Not Head-On,Not Daylight
3049,Not Head-On,Daylight
3050,Not Head-On,Daylight
3051,Not Head-On,Not Daylight
3052,Not Head-On,Daylight
3053,Not Head-On,Daylight
3054,Not Head-On,Not Daylight
3055,Not Head-On,Daylight
3056,Not Head-On,Daylight
3057,Not Head-On,Daylight
3058,Not Head-On,Not Daylight
3059,Not Head-On,Daylight
3060,Not Head-On,Daylight
3061,Not Head-On,Daylight
3062,Not Head-On,Daylight
3063,Not Head-On,Daylight
3064,Not Head-On,Not Daylight
3065,Not Head-On,Daylight
3066,Head-on,Daylight
3067,Not Head-On,Not Daylight
3068,Not Head-On,Daylight
3069,Not Head-On,Daylight
3070,Not Head-On,Not Daylight
3071,Not Head-On,Daylight
3072,Not Head-On,Daylight
3073,Not Head-On,Daylight
3074,Not Head-On,Not Daylight
3075,Not Head-On,Not Daylight
3076,Not Head-On,Daylight
3077,Not Head-On,Not Daylight
3078,Not Head-On,Daylight
3079,Not Head-On,Daylight
3080,Not Head-On,Not Daylight
3081,Not Head-On,Daylight
3082,Not Head-On,Not Daylight
3083,Not Head-On,Daylight
3084,Not Head-On,Daylight
3085,Not Head-On,Not Daylight
3086,Not Head-On,Daylight
3087,Not Head-On,Daylight
3088,Head-on,Daylight
3089,Not Head-On,Not Daylight
3090,Not Head-On,Daylight
3091,Not Head-On,Not Daylight
3092,Not Head-On,Daylight
3093,Not Head-On,Daylight
3094,Not Head-On,Not Daylight
3095,Not Head-On,Not Daylight
3096,Not Head-On,Daylight
3097,Not Head-On,Daylight
3098,Not Head-On,Daylight
3099,Not Head-On,Daylight
3100,Not Head-On,Daylight
3101,Not Head-On,Daylight
3102,Not Head-On,Daylight
3103,Not Head-On,Not Daylight
3104,Not Head-On,Daylight
3105,Not Head-On,Daylight
3106,Not Head-On,Not Daylight
3107,Not Head-On,Daylight
3108,Not Head-On,Not Daylight
3109,Not Head-On,Not Daylight
3110,Not Head-On,Daylight
3111,Not Head-On,Daylight
3112,Not Head-On,Not Daylight
3113,Not Head-On,Daylight
3114,Not Head-On,Not Daylight
3115,Not Head-On,Daylight
3116,Not Head-On,Daylight
3117,Not Head-On,Daylight
3118,Not Head-On,Daylight
3119,Head-on,Daylight
3120,Not Head-On,Not Daylight
3121,Not Head-On,Daylight
3122,Not Head-On,Daylight
3123,Not Head-On,Daylight
3124,Not Head-On,Daylight
3125,Not Head-On,Not Daylight
3126,Not Head-On,Daylight
3127,Not Head-On,Daylight
3128,Not Head-On,Daylight
3129,Not Head-On,Daylight
3130,Head-on,Not Daylight
3131,Not Head-On,Not Daylight
3132,Not Head-On,Not Daylight
3133,Not Head-On,Daylight
3134,Head-on,Daylight
3135,Not Head-On,Daylight
3136,Not Head-On,Not Daylight
3137,Not Head-On,Not Daylight
3138,Not Head-On,Daylight
3139,Not Head-On,Not Daylight
3140,Not Head-On,Daylight
3141,Not Head-On,Not Daylight
3142,Not Head-On,Not Daylight
3143,Not Head-On,Daylight
3144,Not Head-On,Daylight
3145,Head-on,Daylight
3146,Not Head-On,Daylight
3147,Not Head-On,Daylight
3148,Not Head-On,Daylight
3149,Head-on,Daylight
3150,Not Head-On,Not Daylight
3151,Not Head-On,Daylight
3152,Not Head-On,Not Daylight
3153,Not Head-On,Daylight
3154,Not Head-On,Daylight
3155,Not Head-On,Not Daylight
3156,Not Head-On,Daylight
3157,Not Head-On,Daylight
3158,Not Head-On,Not Daylight
3159,Not Head-On,Daylight
3160,Not Head-On,Daylight
3161,Not Head-On,Not Daylight
3162,Not Head-On,Daylight
3163,Not Head-On,Daylight
3164,Not Head-On,Daylight
3165,Not Head-On,Daylight
3166,Not Head-On,Not Daylight
3167,Not Head-On,Daylight
3168,Not Head-On,Daylight
3169,Head-on,Daylight
3170,Not Head-On,Not Daylight
3171,Not Head-On,Not Daylight
3172,Not Head-On,Daylight
3173,Not Head-On,Daylight
3174,Head-on,Not Daylight
3175,Not Head-On,Daylight
3176,Head-on,Not Daylight
3177,Not Head-On,Daylight
3178,Not Head-On,Not Daylight
3179,Not Head-On,Daylight
3180,Not Head-On,Daylight
3181,Not Head-On,Not Daylight
3182,Not Head-On,Daylight
3183,Not Head-On,Daylight
3184,Not Head-On,Daylight
3185,Not Head-On,Daylight
3186,Not Head-On,Daylight
3187,Not Head-On,Daylight
3188,Not Head-On,Daylight
3189,Not Head-On,Daylight
3190,Not Head-On,Daylight
3191,Not Head-On,Not Daylight
3192,Not Head-On,Not Daylight
3193,Not Head-On,Not Daylight
3194,Not Head-On,Daylight
3195,Not Head-On,Not Daylight
3196,Not Head-On,Not Daylight
3197,Not Head-On,Daylight
3198,Not Head-On,Daylight
3199,Not Head-On,Daylight
3200,Not Head-On,Daylight
3201,Not Head-On,Not Daylight
3202,Not Head-On,Daylight
3203,Not Head-On,Daylight
3204,Not Head-On,Daylight
3205,Not Head-On,Daylight
3206,Not Head-On,Daylight
3207,Not Head-On,Daylight
3208,Not Head-On,Daylight
3209,Not Head-On,Daylight
3210,Not Head-On,Daylight
3211,Not Head-On,Daylight
3212,Not Head-On,Daylight
3213,Not Head-On,Daylight
3214,Not Head-On,Daylight
3215,Not Head-On,Not Daylight
3216,Not Head-On,Daylight
3217,Not Head-On,Daylight
3218,Not Head-On,Daylight
3219,Head-on,Daylight
3220,Not Head-On,Not Daylight
3221,Not Head-On,Not Daylight
3222,Not Head-On,Daylight
3223,Not Head-On,Daylight
3224,Not Head-On,Daylight
3225,Not Head-On,Daylight
3226,Not Head-On,Daylight
3227,Not Head-On,Daylight
3228,Head-on,Not Daylight
3229,Not Head-On,Daylight
3230,Not Head-On,Not Daylight
3231,Not Head-On,Daylight
3232,Not Head-On,Daylight
3233,Not Head-On,Daylight
3234,Not Head-On,Daylight
3235,Not Head-On,Daylight
3236,Not Head-On,Daylight
3237,Not Head-On,Daylight
3238,Not Head-On,Daylight
3239,Not Head-On,Daylight
3240,Not Head-On,Daylight
3241,Not Head-On,Daylight
3242,Not Head-On,Daylight
3243,Not Head-On,Daylight
3244,Not Head-On,Daylight
3245,Head-on,Daylight
3246,Not Head-On,Daylight
3247,Not Head-On,Daylight
3248,Not Head-On,Daylight
3249,Not Head-On,Daylight
3250,Not Head-On,Not Daylight
3251,Not Head-On,Daylight
3252,Not Head-On,Daylight
3253,Not Head-On,Not Daylight
3254,Not Head-On,Daylight
3255,Not Head-On,Daylight
3256,Not Head-On,Daylight
3257,Not Head-On,Daylight
3258,Not Head-On,Not Daylight
3259,Not Head-On,Daylight
3260,Not Head-On,Daylight
3261,Not Head-On,Daylight
3262,Not Head-On,Not Daylight
3263,Not Head-On,Not Daylight
3264,Not Head-On,Daylight
3265,Not Head-On,Daylight
3266,Not Head-On,Daylight
3267,Not Head-On,Daylight
3268,Not Head-On,Not Daylight
3269,Not Head-On,Daylight
3270,Not Head-On,Not Daylight
3271,Not Head-On,Not Daylight
3272,Head-on,Not Daylight
3273,Not Head-On,Daylight
3274,Not Head-On,Daylight
3275,Not Head-On,Daylight
3276,Not Head-On,Daylight
3277,Not Head-On,Not Daylight
3278,Not Head-On,Daylight
3279,Not Head-On,Daylight
3280,Not Head-On,Not Daylight
3281,Not Head-On,Daylight
3282,Not Head-On,Daylight
3283,Not Head-On,Daylight
3284,Not Head-On,Daylight
3285,Not Head-On,Not Daylight
3286,Not Head-On,Daylight
3287,Not Head-On,Not Daylight
3288,Not Head-On,Daylight
3289,Not Head-On,Daylight
3290,Not Head-On,Not Daylight
3291,Not Head-On,Daylight
3292,Not Head-On,Not Daylight
3293,Not Head-On,Daylight
3294,Not Head-On,Daylight
3295,Not Head-On,Daylight
3296,Not Head-On,Daylight
3297,Not Head-On,Daylight
3298,Not Head-On,Daylight
3299,Not Head-On,Daylight
3300,Not Head-On,Daylight
3301,Not Head-On,Daylight
3302,Not Head-On,Daylight
3303,Not Head-On,Daylight
3304,Not Head-On,Daylight
3305,Not Head-On,Daylight
3306,Not Head-On,Daylight
3307,Not Head-On,Not Daylight
3308,Not Head-On,Not Daylight
3309,Not Head-On,Daylight
3310,Head-on,Not Daylight
3311,Not Head-On,Daylight
3312,Not Head-On,Not Daylight
3313,Not Head-On,Daylight
3314,Not Head-On,Daylight
3315,Not Head-On,Daylight
3316,Not Head-On,Daylight
3317,Not Head-On,Not Daylight
3318,Not Head-On,Not Daylight
3319,Not Head-On,Daylight
3320,Head-on,Daylight
3321,Not Head-On,Daylight
3322,Not Head-On,Not Daylight
3323,Not Head-On,Daylight
3324,Not Head-On,Not Daylight
3325,Not Head-On,Not Daylight
3326,Not Head-On,Not Daylight
3327,Not Head-On,Not Daylight
3328,Not Head-On,Daylight
3329,Not Head-On,Not Daylight
3330,Not Head-On,Daylight
3331,Not Head-On,Daylight
3332,Not Head-On,Daylight
3333,Not Head-On,Daylight
3334,Not Head-On,Not Daylight
3335,Not Head-On,Daylight
3336,Not Head-On,Not Daylight
3337,Not Head-On,Daylight
3338,Not Head-On,Daylight
3339,Not Head-On,Daylight
3340,Not Head-On,Daylight
3341,Head-on,Daylight
3342,Not Head-On,Not Daylight
3343,Not Head-On,Not Daylight
3344,Not Head-On,Daylight
3345,Not Head-On,Daylight
3346,Head-on,Not Daylight
3347,Not Head-On,Not Daylight
3348,Not Head-On,Not Daylight
3349,Not Head-On,Daylight
3350,Not Head-On,Daylight
3351,Not Head-On,Daylight
3352,Not Head-On,Daylight
3353,Not Head-On,Daylight
3354,Not Head-On,Daylight
3355,Not Head-On,Daylight
3356,Not Head-On,Daylight
3357,Not Head-On,Not Daylight
3358,Not Head-On,Daylight
3359,Head-on,Daylight
3360,Not Head-On,Daylight
3361,Not Head-On,Daylight
3362,Not Head-On,Daylight
3363,Not Head-On,Not Daylight
3364,Not Head-On,Daylight
3365,Not Head-On,Daylight
3366,Not Head-On,Daylight
3367,Not Head-On,Not Daylight
3368,Not Head-On,Daylight
3369,Not Head-On,Daylight
3370,Not Head-On,Daylight
3371,Not Head-On,Daylight
3372,Head-on,Daylight
3373,Not Head-On,Daylight
3374,Not Head-On,Not Daylight
3375,Not Head-On,Daylight
3376,Not Head-On,Not Daylight
3377,Not Head-On,Not Daylight
3378,Not Head-On,Daylight
3379,Not Head-On,Not Daylight
3380,Not Head-On,Not Daylight
3381,Not Head-On,Daylight
3382,Not Head-On,Daylight
3383,Not Head-On,Daylight
3384,Not Head-On,Daylight
3385,Head-on,Daylight
3386,Not Head-On,Daylight
3387,Not Head-On,Not Daylight
3388,Not Head-On,Not Daylight
3389,Not Head-On,Daylight
3390,Not Head-On,Daylight
3391,Not Head-On,Daylight
3392,Not Head-On,Daylight
3393,Not Head-On,Daylight
3394,Not Head-On,Daylight
3395,Not Head-On,Not Daylight
3396,Not Head-On,Not Daylight
3397,Not Head-On,Daylight
3398,Not Head-On,Not Daylight
3399,Not Head-On,Not Daylight
3400,Not Head-On,Not Daylight
3401,Not Head-On,Daylight
3402,Not Head-On,Not Daylight
3403,Not Head-On,Daylight
3404,Not Head-On,Daylight
3405,Not Head-On,Daylight
3406,Not Head-On,Daylight
3407,Not Head-On,Daylight
3408,Not Head-On,Daylight
3409,Head-on,Daylight
3410,Not Head-On,Not Daylight
3411,Not Head-On,Not Daylight
3412,Not Head-On,Not Daylight
3413,Not Head-On,Daylight
3414,Not Head-On,Daylight
3415,Not Head-On,Daylight
3416,Not Head-On,Daylight
3417,Not Head-On,Daylight
3418,Not Head-On,Daylight
3419,Not Head-On,Not Daylight
3420,Not Head-On,Daylight
3421,Not Head-On,Daylight
3422,Head-on,Daylight
3423,Not Head-On,Not Daylight
3424,Not Head-On,Daylight
3425,Not Head-On,Daylight
3426,Not Head-On,Not Daylight
3427,Not Head-On,Daylight
3428,Not Head-On,Daylight
3429,Not Head-On,Daylight
3430,Not Head-On,Not Daylight
3431,Not Head-On,Daylight
3432,Not Head-On,Daylight
3433,Not Head-On,Not Daylight
3434,Not Head-On,Daylight
3435,Head-on,Daylight
3436,Not Head-On,Not Daylight
3437,Not Head-On,Daylight
3438,Not Head-On,Daylight
3439,Not Head-On,Not Daylight
3440,Not Head-On,Not Daylight
3441,Not Head-On,Not Daylight
3442,Not Head-On,Not Daylight
3443,Not Head-On,Daylight
3444,Not Head-On,Daylight
3445,Not Head-On,Daylight
3446,Not Head-On,Daylight
3447,Not Head-On,Daylight
3448,Not Head-On,Daylight
3449,Not Head-On,Not Daylight
3450,Not Head-On,Daylight
3451,Not Head-On,Not Daylight
3452,Not Head-On,Not Daylight
3453,Not Head-On,Daylight
3454,Not Head-On,Daylight
3455,Not Head-On,Daylight
3456,Not Head-On,Not Daylight
3457,Not Head-On,Daylight
3458,Not Head-On,Daylight
3459,Not Head-On,Not Daylight
3460,Not Head-On,Daylight
3461,Not Head-On,Not Daylight
3462,Not Head-On,Daylight
3463,Not Head-On,Daylight
3464,Not Head-On,Daylight
3465,Head-on,Daylight
3466,Not Head-On,Daylight
3467,Not Head-On,Not Daylight
3468,Not Head-On,Not Daylight
3469,Not Head-On,Daylight
3470,Not Head-On,Daylight
3471,Not Head-On,Daylight
3472,Not Head-On,Daylight
3473,Not Head-On,Daylight
3474,Not Head-On,Not Daylight
3475,Not Head-On,Daylight
3476,Not Head-On,Not Daylight
3477,Not Head-On,Daylight
3478,Not Head-On,Daylight
3479,Not Head-On,Daylight
3480,Not Head-On,Daylight
3481,Not Head-On,Daylight
3482,Not Head-On,Daylight
3483,Not Head-On,Daylight
3484,Not Head-On,Daylight
3485,Not Head-On,Not Daylight
3486,Not Head-On,Daylight
3487,Not Head-On,Daylight
3488,Not Head-On,Daylight
3489,Not Head-On,Daylight
3490,Head-on,Daylight
3491,Not Head-On,Not Daylight
3492,Not Head-On,Daylight
3493,Not Head-On,Not Daylight
3494,Not Head-On,Not Daylight
3495,Not Head-On,Daylight
3496,Not Head-On,Not Daylight
3497,Not Head-On,Daylight
3498,Not Head-On,Not Daylight
3499,Not Head-On,Daylight
3500,Not Head-On,Daylight
3501,Not Head-On,Daylight
3502,Not Head-On,Daylight
3503,Not Head-On,Daylight
3504,Not Head-On,Daylight
3505,Not Head-On,Daylight
3506,Not Head-On,Daylight
3507,Not Head-On,Not Daylight
3508,Not Head-On,Not Daylight
3509,Not Head-On,Daylight
3510,Not Head-On,Daylight
3511,Not Head-On,Daylight
3512,Not Head-On,Daylight
3513,Not Head-On,Daylight
3514,Not Head-On,Daylight
3515,Not Head-On,Daylight
3516,Not Head-On,Daylight
3517,Not Head-On,Daylight
3518,Not Head-On,Daylight
3519,Not Head-On,Daylight
3520,Head-on,Not Daylight
3521,Not Head-On,Daylight
3522,Not Head-On,Daylight
3523,Not Head-On,Not Daylight
3524,Not Head-On,Daylight
3525,Not Head-On,Daylight
3526,Not Head-On,Daylight
3527,Not Head-On,Daylight
3528,Not Head-On,Not Daylight
3529,Head-on,Daylight
3530,Not Head-On,Daylight
3531,Not Head-On,Daylight
3532,Not Head-On,Daylight
3533,Not Head-On,Daylight
3534,Not Head-On,Daylight
3535,Not Head-On,Daylight
3536,Not Head-On,Daylight
3537,Not Head-On,Daylight
3538,Not Head-On,Daylight
3539,Not Head-On,Daylight
3540,Not Head-On,Daylight
3541,Not Head-On,Daylight
3542,Not Head-On,Not Daylight
3543,Not Head-On,Not Daylight
3544,Not Head-On,Daylight
3545,Not Head-On,Daylight
3546,Not Head-On,Not Daylight
3547,Not Head-On,Daylight
3548,Not Head-On,Daylight
3549,Not Head-On,Not Daylight
3550,Not Head-On,Not Daylight
3551,Not Head-On,Daylight
3552,Not Head-On,Daylight
3553,Not Head-On,Daylight
3554,Not Head-On,Not Daylight
3555,Not Head-On,Not Daylight
3556,Not Head-On,Daylight
3557,Not Head-On,Daylight
3558,Not Head-On,Daylight
3559,Not Head-On,Not Daylight
3560,Not Head-On,Daylight
3561,Not Head-On,Not Daylight
3562,Not Head-On,Daylight
3563,Not Head-On,Not Daylight
3564,Not Head-On,Daylight
3565,Not Head-On,Daylight
3566,Not Head-On,Not Daylight
3567,Not Head-On,Daylight
3568,Head-on,Not Daylight
3569,Not Head-On,Daylight
3570,Not Head-On,Daylight
3571,Not Head-On,Not Daylight
3572,Not Head-On,Daylight
3573,Not Head-On,Not Daylight
3574,Not Head-On,Daylight
3575,Not Head-On,Not Daylight
3576,Not Head-On,Not Daylight
3577,Not Head-On,Daylight
3578,Not Head-On,Not Daylight
3579,Not Head-On,Daylight
3580,Not Head-On,Daylight
3581,Not Head-On,Not Daylight
3582,Not Head-On,Not Daylight
3583,Not Head-On,Not Daylight
3584,Not Head-On,Daylight
3585,Not Head-On,Not Daylight
3586,Not Head-On,Not Daylight
3587,Not Head-On,Daylight
3588,Not Head-On,Not Daylight
3589,Not Head-On,Daylight
3590,Not Head-On,Daylight
3591,Not Head-On,Not Daylight
3592,Not Head-On,Daylight
3593,Not Head-On,Daylight
3594,Head-on,Daylight
3595,Not Head-On,Daylight
3596,Not Head-On,Not Daylight
3597,Not Head-On,Not Daylight
3598,Not Head-On,Daylight
3599,Not Head-On,Daylight
3600,Not Head-On,Daylight
3601,Not Head-On,Not Daylight
3602,Not Head-On,Daylight
3603,Not Head-On,Daylight
3604,Not Head-On,Not Daylight
3605,Not Head-On,Daylight
3606,Not Head-On,Not Daylight
3607,Not Head-On,Daylight
3608,Head-on,Daylight
3609,Not Head-On,Daylight
3610,Not Head-On,Not Daylight
3611,Not Head-On,Daylight
3612,Not Head-On,Not Daylight
3613,Not Head-On,Not Daylight
3614,Not Head-On,Daylight
3615,Not Head-On,Daylight
3616,Not Head-On,Daylight
3617,Not Head-On,Daylight
3618,Head-on,Daylight
3619,Not Head-On,Daylight
3620,Not Head-On,Daylight
3621,Not Head-On,Daylight
3622,Not Head-On,Daylight
3623,Not Head-On,Daylight
3624,Not Head-On,Daylight
3625,Not Head-On,Daylight
3626,Not Head-On,Daylight
3627,Not Head-On,Not Daylight
3628,Not Head-On,Not Daylight
3629,Not Head-On,Daylight
3630,Not Head-On,Daylight
3631,Not Head-On,Daylight
3632,Not Head-On,Daylight
3633,Not Head-On,Daylight
3634,Not Head-On,Not Daylight
3635,Not Head-On,Daylight
3636,Not Head-On,Daylight
3637,Not Head-On,Daylight
3638,Not Head-On,Daylight
3639,Not Head-On,Daylight
3640,Not Head-On,Not Daylight
3641,Head-on,Daylight
3642,Not Head-On,Daylight
3643,Not Head-On,Daylight
3644,Not Head-On,Not Daylight
3645,Not Head-On,Daylight
3646,Not Head-On,Not Daylight
3647,Not Head-On,Daylight
3648,Not Head-On,Daylight
3649,Not Head-On,Daylight
3650,Head-on,Daylight
3651,Not Head-On,Daylight
3652,Head-on,Not Daylight
3653,Not Head-On,Daylight
3654,Not Head-On,Daylight
3655,Not Head-On,Daylight
3656,Head-on,Daylight
3657,Not Head-On,Daylight
3658,Not Head-On,Daylight
3659,Not Head-On,Daylight
3660,Not Head-On,Daylight
3661,Not Head-On,Not Daylight
3662,Not Head-On,Not Daylight
3663,Not Head-On,Not Daylight
3664,Not Head-On,Daylight
3665,Not Head-On,Daylight
3666,Not Head-On,Daylight
3667,Not Head-On,Daylight
3668,Not Head-On,Not Daylight
3669,Not Head-On,Daylight
3670,Not Head-On,Daylight
3671,Not Head-On,Daylight
3672,Not Head-On,Daylight
3673,Not Head-On,Daylight
3674,Not Head-On,Daylight
3675,Not Head-On,Daylight
3676,Not Head-On,Daylight
3677,Not Head-On,Daylight
3678,Not Head-On,Not Daylight
